CREATE DATABASE IF NOT EXISTS dummyweatherdatadb;
USE dummyweatherdatadb;
DROP TABLE IF EXISTS weatherdata;
CREATE TABLE IF NOT EXISTS weatherdata (date DATE NOT NULL, time TIME NOT NULL, temperature FLOAT(24) NOT NULL);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190701', 000000, 19.570177154875864);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191121', 124500, -4.407003175907388);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191121', 130000, -4.740115667101846);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191121', 131500, -4.1217546024522065);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191121', 133000, -4.301101524930964);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191121', 134500, -4.208108395393711);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191121', 140000, -4.47797929226493);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191121', 141500, -3.9325138452396278);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191121', 143000, -3.8383086693936255);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191121', 144500, -4.01962851449345);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191121', 150000, -4.009779021239472);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191121', 151500, -3.9339068368949963);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191121', 153000, -4.350908212139918);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191121', 154500, -4.423598629766104);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191121', 160000, -4.258844325276698);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191121', 161500, -4.4230763904534784);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191121', 163000, -4.03805756877914);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191121', 164500, -4.210412223107205);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191121', 170000, -4.61265101585398);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191121', 171500, -4.0136579801994685);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191121', 173000, -4.4473642672294496);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191121', 174500, -4.436532987211008);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191121', 180000, -4.388312308976181);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191121', 181500, -4.751807506242729);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191121', 183000, -4.621595786577789);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191121', 184500, -4.67072779919987);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191121', 190000, -4.795083579393215);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191121', 191500, -4.811300631110296);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191121', 193000, -5.016878838863599);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191121', 194500, -5.233718568432549);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191121', 200000, -5.241575201877412);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191121', 201500, -5.456837619658779);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191121', 203000, -5.56872287227431);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191121', 204500, -5.719188933864304);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191121', 210000, -5.929086219447732);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191121', 211500, -6.039195611946256);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191121', 213000, -6.154680455644817);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191121', 214500, -6.290436435533113);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191121', 220000, -6.382462104114953);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191121', 221500, -6.560101568575114);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191121', 223000, -6.776658467096674);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191121', 224500, -6.916198076455299);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191121', 230000, -6.9656042263141424);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191121', 231500, -7.018240974087535);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191121', 233000, -7.261757116205295);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191121', 234500, -7.518367477459382);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 000000, -7.217583419563777);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 001500, -7.517761475234682);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 003000, -7.325172139196854);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 004500, -7.798749741392102);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 010000, -7.541553718076591);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 011500, -7.462717203285578);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 013000, -7.66516102390878);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 014500, -8.206828280049502);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 020000, -7.993597040474344);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 021500, -8.237408764622463);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 023000, -8.379445885957331);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 024500, -8.030489020612233);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 030000, -7.899510658217543);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 031500, -8.166818288473797);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 033000, -8.348559457194943);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 034500, -8.222602870479102);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 040000, -8.397538056663716);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 041500, -8.34598774292979);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 043000, -8.03360262473202);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 044500, -8.396245364032046);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 050000, -7.965109209839103);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 051500, -7.704952528711835);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 053000, -8.188562262847375);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 054500, -8.059895397868175);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 060000, -8.063010586126419);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 061500, -8.027036564299728);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 063000, -7.3567197656944145);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 064500, -7.5942307138314336);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 070000, -7.539429901922281);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 071500, -7.236847424108301);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 073000, -7.1020706950155095);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 074500, -7.145471313855419);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 080000, -7.039951903586939);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 081500, -6.878625469850682);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 083000, -6.756409839290292);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 084500, -6.601751758830717);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 090000, -6.491034432244421);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 091500, -6.376595100863974);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 093000, -6.266772527836567);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 094500, -6.14375424371411);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 100000, -5.990093389745805);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 101500, -5.924589952708227);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 103000, -5.819648328120361);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 104500, -5.511568812384613);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 110000, -5.625135264593954);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 111500, -5.457400207870609);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 113000, -5.449584203773431);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 114500, -5.073022939346384);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 120000, -4.955063093944013);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 121500, -5.119855801427769);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 123000, -4.984682318609693);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 124500, -4.6415542651494786);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 130000, -4.496149259552923);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 131500, -4.294206758869198);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 133000, -4.523590097100199);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 134500, -4.30341447119145);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 140000, -4.264558725295095);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 141500, -4.349441958140406);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 143000, -4.55915654222219);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 144500, -4.177329321791935);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 150000, -4.535726220738244);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 151500, -4.104730460174096);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 153000, -3.94526893695399);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 154500, -4.061321274627799);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 160000, -4.397737619934052);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 161500, -4.155934239605781);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 163000, -4.2254116786672045);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 164500, -4.388424667275364);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 170000, -4.438691873746633);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 171500, -4.287782887333076);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 173000, -4.591876613339172);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 174500, -4.311480547202486);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 180000, -4.944634482949709);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 181500, -4.653923463114587);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 183000, -4.9360715981715115);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 184500, -4.83558851994213);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 190000, -4.930358374929876);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 191500, -5.217306282214544);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 193000, -5.22633091591262);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 194500, -5.338934999895878);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 200000, -5.5024046260037505);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 201500, -5.6104074918722695);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 203000, -5.774335773178846);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 204500, -5.889904004485896);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 210000, -5.955866017232959);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 211500, -6.100643879698595);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 213000, -6.243610543565898);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 214500, -6.398492823327706);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 220000, -6.497222543329431);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 221500, -6.6546389904808585);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 223000, -6.694551410401088);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 224500, -6.901916965919989);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 230000, -7.086151771548932);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 231500, -7.208635624150408);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 233000, -7.406018121777219);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191122', 234500, -7.346467361441854);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 000000, -7.198764686968484);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 001500, -7.573665377261897);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 003000, -7.706224962303159);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 004500, -7.830586670818583);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 010000, -7.658440458498571);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 011500, -7.837930550104284);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 013000, -7.621111252000427);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 014500, -7.704649306231591);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 020000, -8.09255670913133);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 021500, -7.829871710625208);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 023000, -7.800627981438149);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 024500, -8.32266235833308);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 030000, -8.540281614151462);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 031500, -8.573990089925054);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 033000, -8.062726328910504);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 034500, -7.8685300548777235);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 040000, -8.262255557543392);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 041500, -8.056552959060584);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 043000, -8.532408768389951);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 044500, -7.798018731294337);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 050000, -7.876403256282742);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 051500, -8.42410244190608);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 053000, -8.349215535879877);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 054500, -7.820629881516258);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 060000, -8.093419024849775);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 061500, -8.043902425792107);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 063000, -7.874961862489229);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 064500, -7.634376788816578);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 070000, -7.7512128682951005);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 071500, -7.355704487183337);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 073000, -7.454919078053694);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 074500, -7.326730474524655);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 080000, -7.079359022877617);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 081500, -6.80568090483114);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 083000, -6.932505524768288);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 084500, -6.680782403672741);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 090000, -6.566654940347503);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 091500, -6.4713846077341115);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 093000, -6.302345436833553);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 094500, -6.159516911385239);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 100000, -6.082100111573487);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 101500, -5.869751503136669);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 103000, -5.748939281347183);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 104500, -5.6123609999638155);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 110000, -5.405930222898805);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 111500, -5.378674854033269);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 113000, -5.443704031484394);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 114500, -5.4019266317718895);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 120000, -5.043959559103643);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 121500, -4.752233784080814);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 123000, -4.85172164723096);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 124500, -4.800825365998846);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 130000, -4.553715143875516);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 131500, -4.746388982574723);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 133000, -4.830055823102104);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 134500, -4.307761421435783);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 140000, -4.102743249810317);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 141500, -4.71868757303724);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 143000, -4.660000571799741);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 144500, -4.245582305618325);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 150000, -4.177050922896967);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 151500, -4.038589371747453);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 153000, -4.327402987785349);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 154500, -4.527386487530936);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 160000, -4.1157550792332565);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 161500, -4.562712023401159);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 163000, -4.234061979298636);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 164500, -4.62631225393053);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 170000, -4.342910564410275);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 171500, -4.431229523761233);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 173000, -4.517028497465686);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 174500, -4.566963669743815);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 180000, -4.390442059887782);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 181500, -4.976424299054357);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 183000, -4.587770519445858);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 184500, -4.68796844857401);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 190000, -4.870124430172243);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 191500, -5.063317161008904);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 193000, -5.403973109666839);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 194500, -5.160795489739337);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 200000, -5.597271374417785);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 201500, -5.642731952897936);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 203000, -5.704060795971244);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 204500, -5.842547925491972);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 210000, -6.013563523070406);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 211500, -6.066360478374241);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 213000, -6.2148384674557695);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 214500, -6.3582550697233025);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 220000, -6.4917741866169685);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 221500, -6.6697940343711215);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 223000, -6.813745892584122);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 224500, -6.831625379650301);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 230000, -7.038380831938157);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 231500, -7.010411881968104);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 233000, -7.172323725181876);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191123', 234500, -7.35284579319499);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 000000, -7.3709968548045195);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 001500, -7.273306918768127);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 003000, -7.33062548172287);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 004500, -7.654494768792518);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 010000, -7.866223499224578);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 011500, -7.773380210979643);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 013000, -7.824367354958355);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 014500, -8.168132844635252);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 020000, -7.956052783845271);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 021500, -8.160213119378378);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 023000, -8.31820582714555);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 024500, -7.911087380987082);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 030000, -7.824019247462136);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 031500, -8.32386246257473);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 033000, -8.549662900969334);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 034500, -8.088802183824658);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 040000, -7.866526154574102);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 041500, -8.320358533051007);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 043000, -8.437028095782493);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 044500, -8.229045348094003);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 050000, -7.792908737447078);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 051500, -7.791115883601536);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 053000, -8.23277666507439);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 054500, -7.726262996361925);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 060000, -8.13292285073352);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 061500, -7.625334613852219);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 063000, -7.833400882427057);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 064500, -7.7491713624363046);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 070000, -7.320427040372463);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 071500, -7.3124588552465575);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 073000, -7.2237103420542645);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 074500, -7.281589496581434);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 080000, -7.017153570829799);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 081500, -6.852931198681496);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 083000, -6.874450579599938);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 084500, -6.675762472704127);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 090000, -6.520402989574604);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 091500, -6.368063439529186);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 093000, -6.259616182578127);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 094500, -6.122307844959422);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 100000, -5.975316081305039);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 101500, -5.865737489604203);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 103000, -5.782311251071666);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 104500, -5.6917923994982536);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 110000, -5.4321346315003565);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 111500, -5.258511572883859);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 113000, -5.324292461957428);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 114500, -5.050523790907726);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 120000, -5.002905501775934);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 121500, -5.1677693692799265);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 123000, -4.646750034903891);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 124500, -4.5166383423849545);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 130000, -4.490801809627568);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 131500, -4.43831702965813);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 133000, -4.348786500790959);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 134500, -4.487162892503966);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 140000, -4.009168577471479);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 141500, -4.419847674269377);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 143000, -4.547466845535769);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 144500, -4.111239330729748);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 150000, -4.440368334887623);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 151500, -3.8362547173907293);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 153000, -4.370790443265789);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 154500, -4.441236765188392);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 160000, -4.190347947757012);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 161500, -4.455043785101822);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 163000, -4.411358047220226);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 164500, -4.467564237369095);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 170000, -4.4159540016771395);
