Vuosi,Kk,Pv,Klo,Aikavyöhyke,Ilmanpaine (msl) (hPa),Suhteellinen kosteus (%),Ilman lämpötila (degC)
2019,12,2,15:00,UTC,1004.6,100,-3.2
2019,12,2,15:10,UTC,1004.7,100,-3.3
2019,12,2,15:20,UTC,1004.8,100,-3.3
2019,12,2,15:30,UTC,1004.9,100,-3.5
2019,12,2,15:40,UTC,1005,100,-3.5
2019,12,2,15:50,UTC,1005.1,99,-2.7
2019,12,2,16:00,UTC,1005.2,98,-3.2
2019,12,2,16:10,UTC,1005.2,99,-2.9
2019,12,2,16:20,UTC,1005.2,100,-3.5
2019,12,2,16:30,UTC,1005.3,100,-3.7
2019,12,2,16:40,UTC,1005.3,100,-3.8
2019,12,2,16:50,UTC,1005.4,100,-3.8
2019,12,2,17:00,UTC,1005.5,100,-4
2019,12,2,17:10,UTC,1005.7,100,-3.5
2019,12,2,17:20,UTC,1005.8,100,-3.8
2019,12,2,17:30,UTC,1005.9,100,-3.5
2019,12,2,17:40,UTC,1006,100,-3.7
2019,12,2,17:50,UTC,1006.1,100,-3.8
2019,12,2,18:00,UTC,1006.2,100,-3.9
2019,12,2,18:10,UTC,1006.2,100,-3.5
2019,12,2,18:20,UTC,1006.3,100,-3.7
2019,12,2,18:30,UTC,1006.3,100,-4.1
2019,12,2,18:40,UTC,1006.4,100,-4.1
2019,12,2,18:50,UTC,1006.5,100,-4.2
2019,12,2,19:00,UTC,1006.6,100,-4
2019,12,2,19:10,UTC,1006.7,100,-4.1
2019,12,2,19:20,UTC,1006.8,100,-4
2019,12,2,19:30,UTC,1006.9,100,-3.9
2019,12,2,19:40,UTC,1006.9,99,-4
2019,12,2,19:50,UTC,1006.9,99,-4.3
2019,12,2,20:00,UTC,1006.9,100,-4.1
2019,12,2,20:10,UTC,1007,100,-4.1
2019,12,2,20:20,UTC,1007,100,-4.5
2019,12,2,20:30,UTC,1007.1,100,-4.6
2019,12,2,20:40,UTC,1007.1,100,-4.4
2019,12,2,20:50,UTC,1007.2,100,-4.7
2019,12,2,21:00,UTC,1007.2,96,-3.4
2019,12,2,21:10,UTC,1007.5,99,-4.7
2019,12,2,21:20,UTC,1007.6,100,-4.7
2019,12,2,21:30,UTC,1007.7,100,-4.7
2019,12,2,21:40,UTC,1007.8,100,-4.7
2019,12,2,21:50,UTC,1007.9,100,-4.7
2019,12,2,22:00,UTC,1008,100,-4.7
2019,12,2,22:10,UTC,1008,100,-5
2019,12,2,22:20,UTC,1008.1,100,-4.9
2019,12,2,22:30,UTC,1008.1,100,-4.7
2019,12,2,22:40,UTC,1008.2,98,-4.3
2019,12,2,22:50,UTC,1008.2,99,-4.8
2019,12,2,23:00,UTC,1008.2,100,-5
2019,12,2,23:10,UTC,1008.2,100,-4.8
2019,12,2,23:20,UTC,1008.2,100,-5
2019,12,2,23:30,UTC,1008.1,100,-5.1
2019,12,2,23:40,UTC,1008.3,100,-5.5
2019,12,2,23:50,UTC,1008.3,100,-4.9
2019,12,3,00:00,UTC,1008.4,100,-5.1
2019,12,3,00:10,UTC,1008.5,100,-5.1
2019,12,3,00:20,UTC,1008.6,100,-5.2
2019,12,3,00:30,UTC,1008.6,100,-5.2
2019,12,3,00:40,UTC,1008.7,100,-5.2
2019,12,3,00:50,UTC,1008.7,100,-4.8
2019,12,3,01:00,UTC,1008.8,100,-4.6
2019,12,3,01:10,UTC,1008.8,100,-4.7
2019,12,3,01:20,UTC,1008.8,100,-4.7
2019,12,3,01:30,UTC,1008.8,99,-4.7
2019,12,3,01:40,UTC,1008.8,100,-4.5
2019,12,3,01:50,UTC,1008.8,100,-4.6
2019,12,3,02:00,UTC,1008.9,100,-4.6
2019,12,3,02:10,UTC,1008.9,100,-4.6
2019,12,3,02:20,UTC,1008.9,100,-4.5
2019,12,3,02:30,UTC,1008.9,99,-4.5
2019,12,3,02:40,UTC,1009,100,-4.6
2019,12,3,02:50,UTC,1008.9,100,-4.5
2019,12,3,03:00,UTC,1008.9,100,-4.6
2019,12,3,03:10,UTC,1008.9,99,-4.7
2019,12,3,03:20,UTC,1009,100,-4.6
2019,12,3,03:30,UTC,1009.1,100,-4.8
2019,12,3,03:40,UTC,1009.1,100,-4.5
2019,12,3,03:50,UTC,1009.1,100,-4.6
2019,12,3,04:00,UTC,1008.9,100,-4.2
2019,12,3,04:10,UTC,1008.9,100,-4
2019,12,3,04:20,UTC,1008.9,100,-3.6
2019,12,3,04:30,UTC,1009,99,-3.6
2019,12,3,04:40,UTC,1009,100,-3.6
2019,12,3,04:50,UTC,1009,99,-3.7
2019,12,3,05:00,UTC,1009.1,99,-3.8
2019,12,3,05:10,UTC,1009.1,100,-3.8
2019,12,3,05:20,UTC,1009.2,100,-3.7
2019,12,3,05:30,UTC,1009.2,100,-3.8
2019,12,3,05:40,UTC,1009.3,100,-4
2019,12,3,05:50,UTC,1009.3,100,-3.9
2019,12,3,06:00,UTC,1009.3,100,-4
2019,12,3,06:10,UTC,1009.4,100,-4.4
2019,12,3,06:20,UTC,1009.4,100,-4.3
2019,12,3,06:30,UTC,1009.5,100,-4.4
2019,12,3,06:40,UTC,1009.6,100,-4.7
2019,12,3,06:50,UTC,1009.6,100,-4.7
2019,12,3,07:00,UTC,1009.5,100,-4.9
2019,12,3,07:10,UTC,1009.6,100,-4.8
2019,12,3,07:20,UTC,1009.6,100,-4.5
2019,12,3,07:30,UTC,1009.6,100,-4.8
2019,12,3,07:40,UTC,1009.6,100,-4.7
2019,12,3,07:50,UTC,1009.5,100,-4.2
2019,12,3,08:00,UTC,1009.7,100,-4.5
2019,12,3,08:10,UTC,1009.7,100,-4
2019,12,3,08:20,UTC,1009.7,100,-4
2019,12,3,08:30,UTC,1009.6,100,-3.8
2019,12,3,08:40,UTC,1009.6,100,-3.8
2019,12,3,08:50,UTC,1009.6,100,-3.9
2019,12,3,09:00,UTC,1009.7,100,-3.8
2019,12,3,09:10,UTC,1009.9,100,-3.7
2019,12,3,09:20,UTC,1009.9,100,-3.4
2019,12,3,09:30,UTC,1009.8,100,-3.2
2019,12,3,09:40,UTC,1009.7,100,-3.1
2019,12,3,09:50,UTC,1009.6,99,-2.8
2019,12,3,10:00,UTC,1009.6,98,-2.8
2019,12,3,10:10,UTC,1009.7,97,-2.6
2019,12,3,10:20,UTC,1009.7,97,-2.5
2019,12,3,10:30,UTC,1009.7,97,-2.3
2019,12,3,10:40,UTC,1009.6,96,-1.7
2019,12,3,10:50,UTC,1009.7,95,-1.7
2019,12,3,11:00,UTC,1009.7,95,-1.6
2019,12,3,11:10,UTC,1009.7,95,-1.4
2019,12,3,11:20,UTC,1009.8,94,-1.5
2019,12,3,11:30,UTC,1009.9,94,-1.7
2019,12,3,11:40,UTC,1009.8,95,-1.7
2019,12,3,11:50,UTC,1009.6,94,-1.4
2019,12,3,12:00,UTC,1009.5,93,-1.5
2019,12,3,12:10,UTC,1009.5,93,-1.3
2019,12,3,12:20,UTC,1009.5,93,-1.6
2019,12,3,12:30,UTC,1009.5,94,-2.1
2019,12,3,12:40,UTC,1009.4,96,-2.3
2019,12,3,12:50,UTC,1009.4,97,-2.8
2019,12,3,13:00,UTC,1009.4,99,-2.9
2019,12,3,13:10,UTC,1009.3,100,-3
2019,12,3,13:20,UTC,1009.3,100,-3.2
2019,12,3,13:30,UTC,1009.3,100,-3.2
2019,12,3,13:40,UTC,1009.2,100,-3.3
2019,12,3,13:50,UTC,1009.1,100,-2.9
2019,12,3,14:00,UTC,1009,100,-3.4
2019,12,3,14:10,UTC,1008.8,100,-3.4
2019,12,3,14:20,UTC,1008.7,100,-3.4
2019,12,3,14:30,UTC,1008.6,100,-3.1
2019,12,3,14:40,UTC,1008.7,100,-3.2
2019,12,3,14:50,UTC,1008.6,100,-3.5
2019,12,3,15:00,UTC,1008.5,100,-3.5
2019,12,3,15:10,UTC,1008.4,100,-2.8
2019,12,3,15:20,UTC,1008.3,100,-2.6
2019,12,3,15:30,UTC,1008.2,100,-2.5
2019,12,3,15:40,UTC,1008.2,100,-2.3
2019,12,3,15:50,UTC,1007.9,100,-2.1
2019,12,3,16:00,UTC,1007.9,100,-1.9
2019,12,3,16:10,UTC,1007.8,100,-2.2
2019,12,3,16:20,UTC,1007.7,100,-1.9
2019,12,3,16:30,UTC,1007.7,100,-1.7
2019,12,3,16:40,UTC,1007.5,98,-1.8
2019,12,3,16:50,UTC,1007.5,99,-1.9
2019,12,3,17:00,UTC,1007.4,99,-2.2
2019,12,3,17:10,UTC,1007.2,99,-2.7
2019,12,3,17:20,UTC,1007.2,99,-2.5
2019,12,3,17:30,UTC,1007,98,-2.9
2019,12,3,17:40,UTC,1006.9,98,-2.6
2019,12,3,17:50,UTC,1006.9,97,-2.9
2019,12,3,18:00,UTC,1006.7,98,-2.9
2019,12,3,18:10,UTC,1006.4,97,-2.4
2019,12,3,18:20,UTC,1006.2,96,-1.9
2019,12,3,18:30,UTC,1006,95,-1.7
2019,12,3,18:40,UTC,1006,94,-1.4
2019,12,3,18:50,UTC,1005.7,93,-1.1
2019,12,3,19:00,UTC,1005.6,93,-1.2
2019,12,3,19:10,UTC,1005.6,91,-0.6
2019,12,3,19:20,UTC,1005.5,89,-0.4
2019,12,3,19:30,UTC,1005.5,89,-0.2
2019,12,3,19:40,UTC,1005.5,88,0.1
2019,12,3,19:50,UTC,1005.5,89,-0.1
2019,12,3,20:00,UTC,1005.4,90,-0.1
2019,12,3,20:10,UTC,1005.3,90,0
2019,12,3,20:20,UTC,1005.3,91,0
2019,12,3,20:30,UTC,1005.1,91,0
2019,12,3,20:40,UTC,1004.6,92,0.3
2019,12,3,20:50,UTC,1004.2,91,0.7
2019,12,3,21:00,UTC,1004,91,1
2019,12,3,21:10,UTC,1003.9,92,0.9
2019,12,3,21:20,UTC,1004,92,0.7
2019,12,3,21:30,UTC,1004.2,93,1.1
2019,12,3,21:40,UTC,1004.1,95,1.1
2019,12,3,21:50,UTC,1003.7,96,1.2
2019,12,3,22:00,UTC,1003.5,97,1.3
2019,12,3,22:10,UTC,1003.5,98,1.6
2019,12,3,22:20,UTC,1003.3,99,1.7
2019,12,3,22:30,UTC,1003.4,100,2
2019,12,3,22:40,UTC,1003.3,100,2
2019,12,3,22:50,UTC,1003.1,100,2.2
2019,12,3,23:00,UTC,1003.2,100,2.2
2019,12,3,23:10,UTC,1003,100,2.3
2019,12,3,23:20,UTC,1002.9,100,2.3
2019,12,3,23:30,UTC,1002.8,100,2.3
2019,12,3,23:40,UTC,1002.7,100,2.2
2019,12,3,23:50,UTC,1002.5,100,2.3
2019,12,4,00:00,UTC,1002.6,100,2.2
2019,12,4,00:10,UTC,1002.5,100,2.2
2019,12,4,00:20,UTC,1002.3,100,2.3
2019,12,4,00:30,UTC,1002,100,2.3
2019,12,4,00:40,UTC,1001.9,100,2.3
2019,12,4,00:50,UTC,1001.7,100,2.3
2019,12,4,01:00,UTC,1001.6,100,2.3
2019,12,4,01:10,UTC,1001.5,100,2.4
2019,12,4,01:20,UTC,1001.4,100,2.3
2019,12,4,01:30,UTC,1001.3,100,2.4
2019,12,4,01:40,UTC,1001.2,100,2.7
2019,12,4,01:50,UTC,1001.1,100,2.4
2019,12,4,02:00,UTC,1001.1,100,2.3
2019,12,4,02:10,UTC,1001,100,2.3
2019,12,4,02:20,UTC,1000.6,100,2.4
2019,12,4,02:30,UTC,1000.8,100,2.4
2019,12,4,02:40,UTC,1000.9,100,2.4
2019,12,4,02:50,UTC,1000.9,100,2.2
2019,12,4,03:00,UTC,1000.9,100,2.3
2019,12,4,03:10,UTC,1000.9,100,2.2
2019,12,4,03:20,UTC,1001,100,2.2
2019,12,4,03:30,UTC,1001,100,2.3
2019,12,4,03:40,UTC,1000.9,100,2.2
2019,12,4,03:50,UTC,1001.1,100,2.2
2019,12,4,04:00,UTC,1001.1,100,2.3
2019,12,4,04:10,UTC,1000.9,100,2.2
2019,12,4,04:20,UTC,1000.8,100,2.2
2019,12,4,04:30,UTC,1000.9,100,2.3
2019,12,4,04:40,UTC,1000.9,100,2.3
2019,12,4,04:50,UTC,1000.9,100,2.3
2019,12,4,05:00,UTC,1000.8,100,2.2
2019,12,4,05:10,UTC,1000.6,100,2.2
2019,12,4,05:20,UTC,1000.6,100,2.2
2019,12,4,05:30,UTC,1000.5,100,2.2
2019,12,4,05:40,UTC,1000.4,100,2.2
2019,12,4,05:50,UTC,1000.6,100,2.4
2019,12,4,06:00,UTC,1000.5,100,2.6
2019,12,4,06:10,UTC,1000.5,100,2.5
2019,12,4,06:20,UTC,1000.5,100,2.6
2019,12,4,06:30,UTC,1000.6,100,2.8
2019,12,4,06:40,UTC,1000.6,100,2.9
2019,12,4,06:50,UTC,1000.6,100,3
2019,12,4,07:00,UTC,1000.6,100,3.1
2019,12,4,07:10,UTC,1000.6,100,3.2
2019,12,4,07:20,UTC,1000.7,100,3.3
2019,12,4,07:30,UTC,1000.8,100,3.4
2019,12,4,07:40,UTC,1000.6,100,3.5
2019,12,4,07:50,UTC,1000.9,100,3.4
2019,12,4,08:00,UTC,1001.2,100,3.5
2019,12,4,08:10,UTC,1001.2,100,3.5
2019,12,4,08:20,UTC,1001.1,100,3.4
2019,12,4,08:30,UTC,1001.4,100,3.5
2019,12,4,08:40,UTC,1001.5,100,3.6
2019,12,4,08:50,UTC,1001.6,100,3.7
2019,12,4,09:00,UTC,1001.8,100,4
2019,12,4,09:10,UTC,1001.8,100,4.1
2019,12,4,09:20,UTC,1001.8,100,4.2
2019,12,4,09:30,UTC,1002,100,4.2
2019,12,4,09:40,UTC,1002.1,100,4.2
2019,12,4,09:50,UTC,1002,99,4.5
2019,12,4,10:00,UTC,1002.2,98,4.7
2019,12,4,10:10,UTC,1002.2,97,4.6
2019,12,4,10:20,UTC,1002.3,96,4.8
2019,12,4,10:30,UTC,1002.3,96,4.9
2019,12,4,10:40,UTC,1002.3,95,4.9
2019,12,4,10:50,UTC,1002.2,96,4.7
2019,12,4,11:00,UTC,1002.3,96,4.7
2019,12,4,11:10,UTC,1002.3,95,4.9
2019,12,4,11:20,UTC,1002.3,96,4.7
2019,12,4,11:30,UTC,1002.3,96,4.7
2019,12,4,11:40,UTC,1002.5,96,4.7
2019,12,4,11:50,UTC,1002.6,96,4.6
2019,12,4,12:00,UTC,1002.8,96,4.4
2019,12,4,12:10,UTC,1002.9,97,4.4
2019,12,4,12:20,UTC,1002.9,97,4.5
2019,12,4,12:30,UTC,1002.9,97,4.4
2019,12,4,12:40,UTC,1002.8,97,4.3
2019,12,4,12:50,UTC,1002.9,97,4.4
2019,12,4,13:00,UTC,1003,97,4.2
2019,12,4,13:10,UTC,1003,98,4.2
2019,12,4,13:20,UTC,1003.2,98,3.9
2019,12,4,13:30,UTC,1003.3,98,3.9
2019,12,4,13:40,UTC,1003.5,98,3.9
2019,12,4,13:50,UTC,1003.5,99,3.9
2019,12,4,14:00,UTC,1003.6,98,4
2019,12,4,14:10,UTC,1003.7,97,4.2
2019,12,4,14:20,UTC,1003.8,97,4.1
2019,12,4,14:30,UTC,1003.8,98,3.8
2019,12,4,14:40,UTC,1003.9,98,3.9
2019,12,4,14:50,UTC,1004,98,3.9
2019,12,4,15:00,UTC,1004,97,3.9
2019,12,4,15:10,UTC,1004.2,98,3.8
2019,12,4,15:20,UTC,1004.3,96,3.9
2019,12,4,15:30,UTC,1004.5,97,3.9
2019,12,4,15:40,UTC,1004.5,98,3.8
2019,12,4,15:50,UTC,1004.6,99,4
2019,12,4,16:00,UTC,1004.6,96,3.6
2019,12,4,16:10,UTC,1004.7,100,3.4
2019,12,4,16:20,UTC,1004.7,100,3.2
2019,12,4,16:30,UTC,1004.7,100,3.2
2019,12,4,16:40,UTC,1004.6,100,3.2
2019,12,4,16:50,UTC,1004.7,100,3.1
2019,12,4,17:00,UTC,1004.9,100,3.2
2019,12,4,17:10,UTC,1004.9,100,3.2
2019,12,4,17:20,UTC,1004.9,100,3.2
2019,12,4,17:30,UTC,1005,100,3.1
2019,12,4,17:40,UTC,1005.1,100,3.1
2019,12,4,17:50,UTC,1005,100,3
2019,12,4,18:00,UTC,1005.1,100,3
2019,12,4,18:10,UTC,1005.2,100,2.4
2019,12,4,18:20,UTC,1005.3,100,2.6
2019,12,4,18:30,UTC,1005.3,100,1.9
2019,12,4,18:40,UTC,1005.2,100,1.8
2019,12,4,18:50,UTC,1005.2,100,2
2019,12,4,19:00,UTC,1005.1,100,1.7
2019,12,4,19:10,UTC,1005.2,100,1.7
2019,12,4,19:20,UTC,1005.2,100,1.6
2019,12,4,19:30,UTC,1005.4,100,1.5
2019,12,4,19:40,UTC,1005.3,100,1.4
2019,12,4,19:50,UTC,1005.4,100,1.4
2019,12,4,20:00,UTC,1005.3,100,1.5
2019,12,4,20:10,UTC,1005.1,100,1.7
2019,12,4,20:20,UTC,1005.1,100,1.4
2019,12,4,20:30,UTC,1005.1,100,1.7
2019,12,4,20:40,UTC,1005.1,100,1.9
2019,12,4,20:50,UTC,1005.1,100,2.3
2019,12,4,21:00,UTC,1004.8,100,2.6
2019,12,4,21:10,UTC,1004.5,100,2.7
2019,12,4,21:20,UTC,1004.6,100,2.5
2019,12,4,21:30,UTC,1004.5,100,2.8
2019,12,4,21:40,UTC,1004.4,100,2.9
2019,12,4,21:50,UTC,1004.5,100,3.2
2019,12,4,22:00,UTC,1004.4,100,3.2
2019,12,4,22:10,UTC,1004.3,100,3.4
2019,12,4,22:20,UTC,1004.4,100,3.5
2019,12,4,22:30,UTC,1004.3,100,3.6
2019,12,4,22:40,UTC,1004.3,100,3.6
2019,12,4,22:50,UTC,1004.2,100,3.6
2019,12,4,23:00,UTC,1004.1,100,3.7
2019,12,4,23:10,UTC,1004.2,100,3.7
2019,12,4,23:20,UTC,1004,100,3.7
2019,12,4,23:30,UTC,1004,100,3.7
2019,12,4,23:40,UTC,1003.9,100,3.8
2019,12,4,23:50,UTC,1003.7,100,3.8
2019,12,5,00:00,UTC,1003.5,100,3.9
2019,12,5,00:10,UTC,1003.5,100,3.9
2019,12,5,00:20,UTC,1003.4,100,4.1
2019,12,5,00:30,UTC,1003.1,100,4.2
2019,12,5,00:40,UTC,1003,100,4.3
2019,12,5,00:50,UTC,1003.2,100,4.4
2019,12,5,01:00,UTC,1003.2,100,4.4
2019,12,5,01:10,UTC,1003,100,4.5
2019,12,5,01:20,UTC,1002.8,100,4.5
2019,12,5,01:30,UTC,1002.8,100,4.6
2019,12,5,01:40,UTC,1002.7,100,4.6
2019,12,5,01:50,UTC,1002.6,100,4.7
2019,12,5,02:00,UTC,1002.5,100,4.8
2019,12,5,02:10,UTC,1002.5,100,4.7
2019,12,5,02:20,UTC,1002.4,100,4.8
2019,12,5,02:30,UTC,1002.4,100,4.9
2019,12,5,02:40,UTC,1002.3,100,4.9
2019,12,5,02:50,UTC,1002.1,100,5
2019,12,5,03:00,UTC,1002.2,100,5
2019,12,5,03:10,UTC,1002.2,100,5
2019,12,5,03:20,UTC,1002.1,100,5
2019,12,5,03:30,UTC,1002.2,100,5.1
2019,12,5,03:40,UTC,1001.9,100,5.1
2019,12,5,03:50,UTC,1001.8,100,5.2
2019,12,5,04:00,UTC,1001.6,100,5.4
2019,12,5,04:10,UTC,1001.4,99,5.5
2019,12,5,04:20,UTC,1001.3,98,5.5
2019,12,5,04:30,UTC,1001.3,98,5.6
2019,12,5,04:40,UTC,1000.9,97,5.6
2019,12,5,04:50,UTC,1001,96,5.7
2019,12,5,05:00,UTC,1000.8,96,5.6
2019,12,5,05:10,UTC,1000.5,95,5.6
2019,12,5,05:20,UTC,1000.6,94,5.6
2019,12,5,05:30,UTC,1000.8,94,5.6
2019,12,5,05:40,UTC,1000.7,92,5.7
2019,12,5,05:50,UTC,1000.6,94,5.4
2019,12,5,06:00,UTC,1000.7,92,5.4
2019,12,5,06:10,UTC,1000.7,90,5.5
2019,12,5,06:20,UTC,1000.9,90,5.4
2019,12,5,06:30,UTC,1000.8,91,5.3
2019,12,5,06:40,UTC,1000.7,92,5.1
2019,12,5,06:50,UTC,1000.8,91,5.1
2019,12,5,07:00,UTC,1000.8,91,5
2019,12,5,07:10,UTC,1000.7,92,5
2019,12,5,07:20,UTC,1000.7,92,5
2019,12,5,07:30,UTC,1000.6,92,5.1
2019,12,5,07:40,UTC,1000.6,91,5.1
2019,12,5,07:50,UTC,1000.6,92,5.1
2019,12,5,08:00,UTC,1000.4,91,5.2
2019,12,5,08:10,UTC,1000.5,91,5.1
2019,12,5,08:20,UTC,1000.4,91,5.3
2019,12,5,08:30,UTC,1000.3,91,5.3
2019,12,5,08:40,UTC,1000.2,91,5.3
2019,12,5,08:50,UTC,1000.1,91,5.4
2019,12,5,09:00,UTC,1000,90,5.4
2019,12,5,09:10,UTC,999.8,90,5.5
2019,12,5,09:20,UTC,999.6,91,5.5
2019,12,5,09:30,UTC,999.5,90,5.6
2019,12,5,09:40,UTC,999.4,90,5.6
2019,12,5,09:50,UTC,999.3,91,5.6
2019,12,5,10:00,UTC,999.2,91,5.6
2019,12,5,10:10,UTC,999.1,91,5.6
2019,12,5,10:20,UTC,999,91,5.8
2019,12,5,10:30,UTC,998.8,92,5.8
2019,12,5,10:40,UTC,998.5,93,5.6
2019,12,5,10:50,UTC,998.5,92,5.7
2019,12,5,11:00,UTC,998.3,92,5.8
2019,12,5,11:10,UTC,998,92,5.8
2019,12,5,11:20,UTC,997.8,91,5.9
2019,12,5,11:30,UTC,997.7,91,6
2019,12,5,11:40,UTC,997.5,90,6.1
2019,12,5,11:50,UTC,997.2,91,6
2019,12,5,12:00,UTC,997.1,91,6.1
2019,12,5,12:10,UTC,996.9,91,6.2
2019,12,5,12:20,UTC,996.8,92,6.3
2019,12,5,12:30,UTC,996.8,92,6.3
2019,12,5,12:40,UTC,996.6,92,6.3
2019,12,5,12:50,UTC,996.4,91,6.4
2019,12,5,13:00,UTC,996.3,90,6.4
2019,12,5,13:10,UTC,996.3,88,6.4
2019,12,5,13:20,UTC,996.2,88,6.4
2019,12,5,13:30,UTC,996.2,87,6.1
2019,12,5,13:40,UTC,996.2,87,6.1
2019,12,5,13:50,UTC,996.2,86,6.1
2019,12,5,14:00,UTC,996,85,6.2
2019,12,5,14:10,UTC,996,82,6.3
2019,12,5,14:20,UTC,995.7,82,6.3
2019,12,5,14:30,UTC,995.6,82,6.4
2019,12,5,14:40,UTC,996,83,6.3
2019,12,5,14:50,UTC,995.7,82,6.4
2019,12,5,15:00,UTC,995.5,82,6.2
2019,12,5,15:10,UTC,995.6,83,6.3
2019,12,5,15:20,UTC,995.5,81,6.3
2019,12,5,15:30,UTC,995.5,82,6.3
2019,12,5,15:40,UTC,995.4,81,6.4
2019,12,5,15:50,UTC,995.4,81,6.4
2019,12,5,16:00,UTC,995.3,81,6.2
2019,12,5,16:10,UTC,995.3,81,6.2
2019,12,5,16:20,UTC,995.2,80,6.3
2019,12,5,16:30,UTC,995.1,81,6.2
2019,12,5,16:40,UTC,995.1,81,6.2
2019,12,5,16:50,UTC,995.1,82,6.2
2019,12,5,17:00,UTC,995,82,6.2
2019,12,5,17:10,UTC,994.9,82,6.2
2019,12,5,17:20,UTC,995,83,6.2
2019,12,5,17:30,UTC,994.8,83,6.3
2019,12,5,17:40,UTC,994.7,82,6.3
2019,12,5,17:50,UTC,994.7,82,6.3
2019,12,5,18:00,UTC,994.5,82,6.5
2019,12,5,18:10,UTC,994.4,82,6.4
2019,12,5,18:20,UTC,994.5,83,6.3
2019,12,5,18:30,UTC,994.4,83,6.3
2019,12,5,18:40,UTC,994.3,83,6.3
2019,12,5,18:50,UTC,994,82,6.4
2019,12,5,19:00,UTC,993.8,83,6.3
2019,12,5,19:10,UTC,993.6,83,6.4
2019,12,5,19:20,UTC,993.6,83,6.4
2019,12,5,19:30,UTC,993.6,83,6.4
2019,12,5,19:40,UTC,993.4,83,6.5
2019,12,5,19:50,UTC,993.4,83,6.5
2019,12,5,20:00,UTC,993.4,82,6.6
2019,12,5,20:10,UTC,993.3,82,6.5
2019,12,5,20:20,UTC,993.3,82,6.6
2019,12,5,20:30,UTC,993.3,83,6.5
2019,12,5,20:40,UTC,993.3,83,6.4
2019,12,5,20:50,UTC,993.1,83,6.5
2019,12,5,21:00,UTC,993,82,6.6
2019,12,5,21:10,UTC,993,83,6.5
2019,12,5,21:20,UTC,992.9,83,6.5
2019,12,5,21:30,UTC,992.8,83,6.6
2019,12,5,21:40,UTC,992.9,84,6.4
2019,12,5,21:50,UTC,992.8,83,6.6
2019,12,5,22:00,UTC,992.8,83,6.5
2019,12,5,22:10,UTC,992.7,84,6.4
2019,12,5,22:20,UTC,992.6,86,6.3
2019,12,5,22:30,UTC,992.4,86,6.2
2019,12,5,22:40,UTC,992.4,85,6.4
2019,12,5,22:50,UTC,992.4,86,6.2
2019,12,5,23:00,UTC,992.3,85,6.4
2019,12,5,23:10,UTC,992.3,86,6.3
2019,12,5,23:20,UTC,992.1,89,6
2019,12,5,23:30,UTC,992.2,94,5.6
2019,12,5,23:40,UTC,992.2,96,5.6
2019,12,5,23:50,UTC,992.1,99,5.3
2019,12,6,00:00,UTC,992.1,98,5.4
2019,12,6,00:10,UTC,991.9,100,5.2
2019,12,6,00:20,UTC,991.8,100,5.3
2019,12,6,00:30,UTC,991.7,100,5.1
2019,12,6,00:40,UTC,991.7,99,5.3
2019,12,6,00:50,UTC,991.6,99,5.4
2019,12,6,01:00,UTC,991.4,99,5.4
2019,12,6,01:10,UTC,991.3,98,5.5
2019,12,6,01:20,UTC,991.3,96,5.6
2019,12,6,01:30,UTC,991.1,95,5.7
2019,12,6,01:40,UTC,991,93,5.9
2019,12,6,01:50,UTC,991,91,6.1
2019,12,6,02:00,UTC,991,90,6.1
2019,12,6,02:10,UTC,990.7,90,6.2
2019,12,6,02:20,UTC,990.6,90,6.2
2019,12,6,02:30,UTC,990.3,89,6.3
2019,12,6,02:40,UTC,990.2,88,6.4
2019,12,6,02:50,UTC,990.1,89,6.3
2019,12,6,03:00,UTC,990.1,90,6.2
2019,12,6,03:10,UTC,990.1,97,5.7
2019,12,6,03:20,UTC,989.9,100,5.6
2019,12,6,03:30,UTC,989.8,100,5.6
2019,12,6,03:40,UTC,989.7,97,5.8
2019,12,6,03:50,UTC,989.4,95,5.9
2019,12,6,04:00,UTC,989.4,96,6
2019,12,6,04:10,UTC,989.3,95,5.9
2019,12,6,04:20,UTC,989.2,96,5.7
2019,12,6,04:30,UTC,989.1,96,5.6
2019,12,6,04:40,UTC,989,100,5.3
2019,12,6,04:50,UTC,988.9,100,5.3
2019,12,6,05:00,UTC,988.9,100,5.1
2019,12,6,05:10,UTC,988.7,100,5.1
2019,12,6,05:20,UTC,988.6,100,5
2019,12,6,05:30,UTC,988.5,100,4.9
2019,12,6,05:40,UTC,988.4,100,4.9
2019,12,6,05:50,UTC,988.3,100,4.7
2019,12,6,06:00,UTC,988.3,100,4.6
2019,12,6,06:10,UTC,988.1,100,4.5
2019,12,6,06:20,UTC,988,100,4.5
2019,12,6,06:30,UTC,987.9,100,4.5
2019,12,6,06:40,UTC,987.8,100,4.4
2019,12,6,06:50,UTC,987.8,100,4.4
2019,12,6,07:00,UTC,987.8,100,4.4
2019,12,6,07:10,UTC,987.6,100,4.4
2019,12,6,07:20,UTC,987.6,100,4.4
2019,12,6,07:30,UTC,987.5,100,4.4
2019,12,6,07:40,UTC,987.4,100,4.4
2019,12,6,07:50,UTC,987.4,100,4.4
2019,12,6,08:00,UTC,987.3,100,4.4
2019,12,6,08:10,UTC,987.2,100,4.4
2019,12,6,08:20,UTC,987.4,100,4.3
2019,12,6,08:30,UTC,987.2,100,4.4
2019,12,6,08:40,UTC,987.2,100,4.2
2019,12,6,08:50,UTC,987.1,100,4.2
2019,12,6,09:00,UTC,987,100,4.2
